t1,t1_bfc,t2, t2_bfc, t1ce, t1ce_bfc, flair, flair_bfc, gt
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_261_1/BraTS19_TCIA10_261_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_AQV_1/BraTS19_CBICA_AQV_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_CBICA_ASA_1/BraTS19_CBICA_ASA_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_276_1/BraTS19_TCIA10_276_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_282_1/BraTS19_TCIA10_282_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_299_1/BraTS19_TCIA10_299_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_307_1/BraTS19_TCIA10_307_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_310_1/BraTS19_TCIA10_310_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_325_1/BraTS19_TCIA10_325_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_330_1/BraTS19_TCIA10_330_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_351_1/BraTS19_TCIA10_351_1_seg.nii.gz
/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_t1.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_t1_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_t2.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_t2_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_t1ce.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_t1ce_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_flair.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_flair_bfc.nii.gz,/cbica/home/bhaleram/comp_space/brats/data1/train/BraTS19_TCIA10_387_1/BraTS19_TCIA10_387_1_seg.nii.gz
